t,x_3a,x_06,x_b1,x_7e,x_92,x_29,x_d4,x_4b,x_5c,x_f8
68,49.5864288644161,1.0,63.28387573126747,25.24606581491064,0.0,0.0,0.0,0.0,0.9302668591092657,22.052034461585713
69,49.854535899542064,1.0,62.548273442691766,25.2734239581062,0.0,4.114100391060676,0.0,0.0,1.075503811335048,22.0622454778894
70,47.60782944473873,1.0,65.03566457941278,25.395800705647268,0.0,4.437751486711558,0.0,0.0,1.0138852034416088,22.06766677416156
71,48.31383272507337,1.0,66.35924898497784,24.967145588344838,0.0,0.0,0.0,0.0,0.9199985689635288,22.080796551854725
72,50.719418300343655,1.0,66.0271794906324,24.67939575154533,0.0,0.0,0.0,0.0,0.975082889393149,22.07852960323796
73,48.290192776677024,1.0,66.64113840110166,25.20985439228202,0.0,0.3002834404714593,0.25665054574100543,0.0,0.9466481814585914,22.100288363960477
74,50.79454995972405,1.0,65.99418758618789,25.470185215364886,0.0,0.0,0.0,0.0,1.0263197159380366,22.097192935862275
75,49.11192297812715,1.0,70.3605525083556,25.34795215403607,0.0,0.0,0.2908122378228442,0.0,0.9939510531222523,22.09804714325884
76,49.96257760593362,1.0,69.87400975755706,24.91622347397638,0.0,0.0,0.21391319846824358,0.0,1.0515513348865149,22.09219797770891
77,45.59895848346211,1.0,68.7189481390929,25.411453702176825,0.0,6.4811915382875,0.29081489677831635,0.0,1.0387105769283995,22.103047137514086
78,44.816029568248695,1.0,70.06510494364633,25.42254359487987,0.0,0.11598266117473541,0.0,0.0,0.9355053249579034,22.12260148907644
79,49.820643213378716,1.0,71.1887507957389,24.83395511244375,0.0,0.0,0.26026260428158526,0.0,0.902541017000242,22.114738142137735
80,48.68506694452082,1.0,73.28299866660285,24.85347744286189,0.0,2.078973755256637,0.4840151548009385,0.0,1.0158116942523978,22.09196657827783
81,52.952992027700894,1.0,74.51270943752412,25.482725070264095,0.0,0.0,0.2921280678516344,0.0,1.037038473480598,22.082810699625036
82,49.22450493331565,1.0,75.70418595582078,24.833632007655062,0.0,0.0,0.0,0.0,0.9369875542113036,22.09146219905657
83,52.99601446388577,1.0,76.17518823252023,25.15585528933212,0.0,0.0,0.0,0.0,0.9933606550569117,22.100209625470455
84,44.93221708803628,1.0,77.88183888125566,25.328377812275583,0.0,0.0,0.02753643448906061,0.0,0.9294449971525037,22.09624436737979
85,49.729785875278345,1.0,79.14708711368317,26.160716667769616,0.0,1.3654304645519622,0.4640362516988708,0.0,1.0897129151175806,22.118300323276927
86,51.95365243382586,1.0,78.61890412364077,24.53015802369703,0.0,1.0886408379633208,0.0,0.0,0.9470497709162381,22.136322656817597
87,50.60803937625961,1.0,79.73286495139136,25.299244371695384,0.0,7.7003247038064355,0.0,0.0,0.9767286493181393,22.123077984995074
88,51.56236605494946,1.0,81.32380757491717,25.36552064670036,0.0,0.0,0.0,0.0,1.024839073206502,22.132775018795364
89,47.49233720111248,1.0,79.64969314301169,25.09291975930242,0.0,0.9654245697557369,0.0,0.0,0.9108456884552181,22.10243908541801
90,49.130261300121596,1.0,82.83770289899748,25.188182854568737,0.0,9.041624962364956,0.0,0.0,0.9808367655945008,22.06264540678454
91,49.87262309260836,1.0,83.88069327580469,24.121245046974515,0.0,5.477580223880243,0.0,0.0,0.8826764414049006,22.07214416823884
92,49.02256451296037,1.0,85.31792863197454,24.163783436609997,0.0,0.0,0.8233390414106835,0.0,0.9591982972042876,22.06688585581671
93,53.02430311429572,1.0,84.10358875354432,25.448098830554244,0.0,2.9912479092170763,0.021139449404927735,0.0,1.0846186560252506,22.087076440222116
94,50.95510301998282,1.0,86.4994908671547,24.68692107063792,0.0,0.0,0.0,0.0,0.9562654383076291,22.087542392956024
95,46.92735414424811,1.0,88.04118630182019,24.7022065991461,0.0,1.4622423685011334,0.2226960308858708,0.0,1.0071374449607657,22.066666922614253
96,51.448572515738306,1.0,87.22864271976844,25.198192319505434,0.0,0.0,0.5985106407568503,0.0,1.0823281178553184,22.03491164534969
97,47.155722435360836,1.0,89.00526375875565,25.288380813266766,0.0,0.3565313541918222,0.19146937975133282,0.0,1.0254738503919538,22.037399808486004
98,52.13963443939216,1.0,90.85458820182905,24.843144424751713,0.0,0.0,0.0,0.0,0.9780608702840133,22.0201051155618
99,49.386092421990725,1.0,92.24055191064373,24.44359739363655,0.0,3.1492725731390836,0.15812516225994822,0.0,0.9679848585768835,22.017454542169308
100,50.01420612460754,1.0,92.54517048541463,24.126249221500196,0.0,0.0,0.0,0.0,0.9847152011210051,22.014805307500076
101,47.20659610874722,1.0,92.95296603878258,25.426657802827282,0.0,0.0,0.0,0.0,1.081833372694955,22.034809058007188
102,51.304535460485155,1.0,95.8169786362965,24.84252636341242,0.0,0.0,0.2358409213841082,0.0,0.9697839577280315,22.056497455754297
103,50.91629692958716,1.0,95.61345425666116,24.420476894467747,0.0,0.0,0.0,0.0,0.9453472754156366,22.0579002020603
104,53.248490148876215,1.0,94.25445057346975,24.677621334491427,0.0,0.0,0.44113332932087984,0.0,0.9477217586163378,22.07009195633329
105,51.52992872028019,1.0,96.74759471886375,24.529971898337653,0.0,0.0,0.0,0.0,1.073865132638038,22.04919758015105
106,48.67793453163315,1.0,97.01230539439196,25.261720833392438,0.0,2.1695096382800934,0.0,0.0,0.9390076934147565,22.060513626531996
107,48.23537708988576,1.0,97.73774831999636,24.467585729804657,0.0,2.7056326564823268,0.11349906424117824,0.0,0.9904475399361421,22.049549503446475
108,50.368402705920026,1.0,98.13386989257187,24.11514114336792,0.0,1.101857321425117,0.0,0.0,1.0184823912909013,22.049240319745884
109,0.0,0.0,99.48813899135865,24.416150987841327,1.0,5.117451775975228,0.0,0.0,0.98476180525047,22.043980270961306
110,0.0,0.0,101.14529033202525,25.429324589405,1.0,0.061414862231474396,0.0,0.0,0.929490799365479,22.038867833497104
111,0.13529627441117287,0.0,100.32325249513073,25.03391171706347,1.0,0.0,0.0,0.0,1.0725905903843584,22.04350717267148
112,0.0,0.0,100.17409584548807,24.89740669276331,1.0,2.078150858297671,0.0956956656167747,0.0,1.0085749567148348,22.045631996421864
113,0.3808940019828992,0.0,100.88081786433999,26.332104959816238,1.0,2.2992004326158506,0.0,0.0,1.1104891796312613,22.053915789097122
114,0.0,0.0,99.51648900938584,26.833034128143247,1.0,0.0,0.6946669272168459,0.0,0.9794997230239454,22.084131513509167
115,0.0,0.0,101.3043657454264,28.441388022550907,1.0,0.0,0.0,0.0,0.9835559431307702,22.080871928501374
116,0.0,0.0,100.03531139072145,30.3327883622746,1.0,0.0,0.0,0.0,0.9641550749024911,22.098163931481817
117,0.0940466845220835,0.0,99.40520044140742,27.910486374876328,1.0,2.9206682134881827,0.6748437079467862,0.0,0.9402484906039719,22.09427190170481
118,0.17999247217560918,0.0,100.09468029926765,28.316763652631675,1.0,0.0,0.07686782106106481,0.0,1.0477752174212154,22.076860139783197
119,0.8653868651844308,0.0,101.93058456316909,29.325575455814406,1.0,0.7522603256642947,0.0,0.0,0.9642173078221147,22.057612477382662
120,0.6366979503088993,0.0,99.09343380338657,31.02776660966547,1.0,0.0,0.35809227049715836,0.0,1.0423406735261838,22.06125906842003
121,0.0,0.0,98.52993629125089,31.69825432826107,1.0,4.8583485443229,0.0,0.0,1.0767430856034128,22.067236364357942
122,0.0,0.0,99.89021765389076,32.480063276861195,1.0,0.0,0.05424527830590293,0.0,0.954194678698234,22.05878896544401
123,0.0,0.0,99.94785879955622,32.391481148667594,1.0,0.0,0.0,0.0,0.9620114318531958,22.06547437596378
124,0.0,0.0,100.69716787171791,34.022134093678204,1.0,0.0,0.0,0.0,0.9960216317912357,22.066799292812952
125,0.0,0.0,101.40959405590964,32.8267970042631,1.0,0.0,0.0,0.0,0.9788015924561372,22.045965075066654
126,0.0,0.0,98.87399389776101,32.468991438152344,1.0,6.015865414256094,0.0,0.0,0.9426094007265489,22.048049325804904
127,0.0,0.0,101.27711963944552,34.463071864621504,1.0,7.362275682419107,0.0,0.0,1.069208524391626,22.049729713065744
128,0.20203834631700787,0.0,100.69231381029708,33.831788210981706,1.0,0.0,0.0,0.0,1.0364665834419757,22.0717569693846
129,0.4815763315481749,0.0,99.32773759455135,34.38488753794075,1.0,0.0,0.23776404412959629,0.0,1.015869316877399,22.093399363618325
130,0.013288912087889768,0.0,100.64381747077496,34.22822518256782,1.0,0.0,0.0,0.0,1.020372136772901,22.08780171946425
131,0.0,0.0,97.9641813795578,37.31116771051324,1.0,0.0,0.0,0.0,1.0091985750169403,22.081512362575968
132,0.0,0.0,99.35105687950649,35.622409236759076,1.0,0.0,0.3216843632338324,0.0,0.9615919675057389,22.08342860785891
133,0.0,0.0,99.25552529459435,36.42945699001207,1.0,0.0,0.05072799903883712,0.0,1.0252304743385774,22.06113596921724
134,0.0,0.0,99.87786959809344,35.812246682013736,1.0,1.0882415680964943,0.41408188994961,0.0,0.9592838488016477,22.027545032918017
135,0.0,0.0,98.61787170897597,39.20599168811756,1.0,0.0,0.0646692620354811,0.0,1.0064066031779202,22.025580381309418
136,0.3521202985495306,0.0,101.68719059980475,36.874350417766706,1.0,6.372724700376018,0.32385936131858345,0.0,0.9997052486211077,22.029380152758606
137,0.0,0.0,100.4955295358016,38.41560230404565,1.0,0.43827855327645077,0.09494626490577314,0.0,0.9665619547020077,22.037538533877214
138,0.0,0.0,99.41026228515848,38.623786235723955,1.0,0.0,0.33613597448070814,0.0,1.0350265006297585,22.04257370229598
139,0.0164417834738779,0.0,100.0249713352548,40.14860340196785,1.0,0.0,0.0,0.0,0.9977602675179733,22.03976712735718
140,0.04821333807242647,0.0,99.16573558652584,40.79780117097409,1.0,8.108534015094811,0.08927839007438777,0.0,0.9115245958515279,22.02729916004521
141,0.1392739003429442,0.0,101.31366595274682,40.69977070664833,1.0,0.0,0.4272815456775417,0.0,0.9466857052326744,22.037716704681603
142,0.0959997347370728,0.0,100.43336751953161,43.05413583335373,1.0,0.0,0.5884721020859579,0.0,1.0026719062153866,22.02027882383585
143,0.05837245077643383,0.0,97.8579123601319,41.06707405242353,1.0,0.0,0.30772116907926755,0.0,1.0515586319057806,22.009976252983545
144,0.6042109539403198,0.0,98.92641862163836,43.06592420458722,1.0,0.0,0.0,0.0,1.0131559185094472,22.008581870562878
145,0.0,0.0,102.57449114711953,43.37140500627259,1.0,0.0,0.0,0.0,1.0630418907358306,22.008756150225963
146,0.05546211573901815,0.0,100.19693535779611,44.672866054698716,1.0,0.0,0.0,0.0,0.9104348269719023,21.978585562735752
147,0.4680104079587214,0.0,100.04847548200749,43.24446942222816,1.0,0.0,0.0,0.0,1.0252356275489738,21.94169064920901
148,0.0,0.0,101.29758056396386,45.09112644783991,1.0,0.0,0.0,0.0,1.0272575016822867,21.939170995711745
149,0.0,0.0,99.17079048634297,45.60059842812606,1.0,2.427697662182893,0.0,0.0,1.021466898765777,21.93242374106041
150,0.17176771141217426,0.0,99.43092579464722,46.47349464394024,1.0,0.0,0.0,0.0,0.9736401453061223,21.95141357836158
151,0.18169526107243292,0.0,100.93735120354816,45.28143564145104,1.0,0.0,1.0595624092070581,0.0,1.0360094276139158,21.970770173010152
152,0.21414729144416877,0.0,101.06668717011605,46.77912331421441,1.0,0.44669908658337637,0.0,0.0,0.9355889121869322,21.956717930613
153,0.0021577624853153484,0.0,100.50450501787088,48.59004048743927,1.0,0.0,0.5105956631709558,0.0,1.0550564129465372,21.926569965224
154,0.03763734099329222,0.0,100.84748610170965,46.92740700897726,1.0,1.617312482519373,0.0,0.0,1.0032844628584874,21.927682320420836
155,0.052700642808782935,0.0,101.68645996145786,47.585165133923844,1.0,1.9147281666234528,0.28257959816089373,0.0,0.9505075162545679,21.927093443785058
156,0.17611303657585564,0.0,98.69781035444304,48.48333510744826,1.0,0.0,0.0,0.0,1.003049167356302,21.91835221229307
157,0.0,0.0,101.67234584619143,47.18219372274403,1.0,0.0,0.5858100959075753,0.0,0.933753306460352,21.911819108972747
158,0.03178634486656192,0.0,101.15362879843948,47.88661430533118,1.0,1.9664703432226287,0.03408940345912198,0.0,0.9801672987132476,21.94154051986925
159,0.0,0.0,99.71085328412791,49.09703515102989,1.0,0.0,0.0,0.0,1.0028658451098493,21.958923524298175
160,0.20354306164645922,0.0,100.39589663019758,50.71868155769804,1.0,0.0,0.06500801590811221,0.0,1.0024234335377482,21.954664840080376
161,0.154760547135055,0.0,100.40364817296059,49.73521042073029,1.0,0.6189882992645754,0.0,0.0,0.9464707331718996,21.968274173836146
162,0.20533161600123298,0.0,99.00571293078102,50.333625740894064,1.0,0.31263487526912764,0.0,0.0,1.0906788234841547,21.954620425368436
163,0.4550326868197585,0.0,98.8071549237788,51.84035493058743,1.0,3.596940627810263,0.0,0.0,1.0256533223989204,21.981060280139697
164,0.0,0.0,100.92287509128182,54.20101307786463,1.0,10.861706186208304,0.2969937483125467,0.0,0.9706738205086555,21.982556867560945
165,0.0,0.0,100.67624554116468,52.7686803810122,1.0,0.0,0.0,0.0,0.9584202839828381,21.965682620954354
166,0.3045058555835866,0.0,98.38337655120118,52.725664475166006,1.0,1.8684140457931373,0.09664331814215975,0.0,0.9996196423871057,21.965165327779005
167,0.0,0.0,101.73921019192959,54.4311730016582,1.0,0.6382978787345226,0.08406705306788854,0.0,0.9820373338841482,21.95101946116059
168,0.18778648773229187,0.0,97.80340698281763,53.604212181497225,1.0,0.0,0.0,0.0,1.04145128118931,21.971356665935833
169,0.0,0.0,99.1705615349447,54.62927505514634,1.0,0.0,0.11471177999024548,0.0,0.9718337490732684,21.961814480679962
170,0.29665396023930557,0.0,99.60407909196186,54.45432076608715,1.0,15.410359984458458,0.40965422866309936,0.0,1.025932672529715,21.985166571407078
171,0.14756637000016048,0.0,100.55173033607808,57.432551132396384,1.0,0.0,0.3368144105795076,0.0,1.0293753901145857,21.989491161095703
172,0.0,0.0,98.97048478366935,56.779235433709204,1.0,0.0,0.0,0.0,1.0098270928132664,21.97785509827703
173,0.0,0.0,100.91058329882146,55.28252470507789,1.0,0.0,0.0,0.0,0.9506735552669403,21.973842794743156
174,0.0,0.0,100.03976972096915,56.9016152307825,1.0,0.10998032488844074,0.2747078644465989,0.0,1.000417389028266,21.959992415242155
175,0.0,0.0,98.8923537486494,58.72690566797125,1.0,0.0,0.23308677003397613,0.0,1.0063855513270088,21.95242482839223
176,0.0,0.0,99.96156168287806,59.27553208593166,1.0,0.0,0.21849077694559554,0.0,0.968854089273408,21.962939556440116
177,0.0,0.0,99.24017393105345,58.66910159104779,1.0,0.0,0.0,0.0,0.9596188587174344,21.965643493072612
178,0.31648711042546473,0.0,99.07696529444212,59.731222316066074,1.0,0.881831360383319,0.0,0.0,0.9761789219834108,21.952008734848963
179,0.0,0.0,98.11783229790731,60.610894696647875,1.0,0.0,0.0,0.0,0.9898356041186833,21.961542835439637
180,0.4966104593043138,0.0,99.94510009215955,61.41828714322344,1.0,0.0,0.0,0.0,0.9505818933257942,21.98080694366241
181,0.09225151204692834,0.0,98.58009231900456,60.079482598438425,1.0,2.159321707356715,0.06527616359054712,0.0,0.961646271316118,21.980656425599722
182,0.13973478077952395,0.0,100.93393236709697,61.498069530761704,1.0,0.0,0.0,0.0,1.0083764362844196,21.996123178441394
183,0.0,0.0,99.26790277192435,59.183824882361876,1.0,0.0,0.19888492889782405,0.0,0.9055314282633282,22.0055426339187
184,0.10733313676384088,0.0,101.00994560175552,62.48071231989426,1.0,0.0,0.1285789709181298,0.0,1.0576220408303905,21.999037322734537
185,0.0,0.0,99.64492722636237,62.41187844365495,1.0,0.0,0.0,0.0,0.912631221956706,21.985519110113927
186,0.0,0.0,99.98412691829726,63.154500137920714,1.0,3.0975621050323388,0.6052731840388536,0.0,1.06597989485598,21.999153451757177
187,0.25429603650579974,0.0,99.82410395006767,64.10279255241949,1.0,0.5689114161008237,0.0,0.0,0.955229214301672,22.001900393519442
188,0.06946883688113392,0.0,99.68472746902215,64.53891981443068,1.0,2.2396175490673125,0.0,0.0,0.9744350511558737,21.993953963403587
189,0.0,0.0,100.01499516917711,64.12566008631238,1.0,1.3377665503547052,0.0,0.0,0.9061417077189359,21.998143909497237
190,0.0,0.0,101.24157730944557,62.856168120827796,1.0,0.0,0.0,0.0,1.0456530181685229,22.00885572451398
191,0.037264432321703914,0.0,98.24554865091706,64.86054361078646,1.0,0.0,0.3834257673274406,0.0,1.0047970811088887,22.00767527434228
192,0.0,0.0,98.27255208484033,66.95459331139061,1.0,0.0,0.0,0.0,0.9469274575710931,22.003569716648343
193,0.2364477117613897,0.0,98.45191714755914,67.48297409944,1.0,5.307699617251113,0.0,0.0,0.9988954708501558,21.98591259141935
194,0.32104390821543033,0.0,100.63488923695627,68.53210013906576,1.0,0.0,0.0,0.0,1.0567317407280843,21.991421443316987
195,0.0,0.0,101.05427083384546,68.08004474048911,1.0,0.0,0.0,0.0,1.0202107879993425,21.99599155694272
196,0.0,0.0,100.46276233090803,68.93709604896466,1.0,0.8908120805548703,0.0,0.0,1.0012755921114316,22.02048540743937
197,0.0,0.0,100.22973819250804,69.74784431500876,1.0,2.372116722604341,0.28317796866781836,0.0,0.9896353890593996,22.03279905615304
198,0.0,0.0,98.33380746452441,71.29177197719456,1.0,0.0,0.0,0.0,0.9746114770749255,22.035192311426727
199,0.01616645641099233,0.0,98.52537217580259,70.2908144335101,1.0,0.0,0.1616459505391379,0.0,0.9866536080908492,22.03439663754189
200,0.0,0.0,100.84750011469825,70.92470918659778,1.0,6.771316877317254,0.0,0.0,0.9976888457100449,22.039727890987074
201,0.0,0.0,98.00438875721422,70.72028029979512,1.0,0.0,0.0,0.0,0.9815205344486728,22.025742143576622
202,0.0,0.0,99.5647911771564,70.38570564222877,1.0,0.0,0.23820628732460136,0.0,1.0251948470234031,22.018670105667777
203,0.0,0.0,100.04109760313727,71.00199883559857,1.0,0.0,0.0,0.0,1.0064292838209854,21.964763090508225
204,0.0,0.0,100.63954277201658,72.49627885150097,1.0,0.0,0.0,0.0,1.095765623870205,21.95829009190531
205,0.11632741750545364,0.0,100.06031509759922,73.06848924456361,1.0,5.1340753372394765,0.0,0.0,1.0094064551592863,21.97995997941678
206,0.048208378154284665,0.0,98.54260998261475,72.90073623238627,1.0,0.0,0.0029733237269827686,0.0,1.0260535781596793,21.96174869228762
207,0.4537052567885263,0.0,99.77908378209884,74.51971648005427,1.0,7.430069952096958,0.030888391390834262,0.0,0.9811563174976979,21.94955444744628
208,0.4569742636220266,0.0,99.18351730307324,73.28434069047185,1.0,4.22531091171881,0.2002474465694828,0.0,1.0082883403776517,21.93909322124976
